Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
115353,0.739637,-1.049535,0.172933,-0.378533,3.169449,1.376338,-1.037881,-2.081638,-1.145011,-0.796792,0.046237,0.189945,-0.371385,-0.555616,-0.108681,0.673439,0.241092,0.368973,-0.248884,-1.405379,2.824929,3.65017,-0.934221,-0.168211,-1.946833,-0.707263,0.528238,-0.854144,33.14,0
156771,0.306093,1.55519,0.485477,-1.238178,0.419665,0.234769,-0.848714,1.324559,0.030684,0.907201,-2.403718,1.337155,1.387384,-0.095396,-0.393627,1.218344,0.066481,-2.02393,0.48945,-0.261943,2.399735,-1.703658,-0.497915,1.399112,-1.513829,1.444183,-2.282673,1.952429,30.41,0
72528,0.393014,0.522102,-0.108834,1.068793,0.405005,-0.66958,-1.087954,1.07599,0.984483,2.090363,0.142484,0.828768,0.612936,-1.049834,1.60183,-0.308657,1.270621,-0.652279,0.101987,0.001482,2.850087,-0.676978,0.490477,1.801449,3.533788,-2.410044,-1.460938,2.315422,56.91,0
172279,-1.354298,1.311081,0.788156,-0.451276,-1.082487,1.845545,-0.644349,2.285399,1.176236,0.065667,0.329419,-1.038018,1.019564,2.639103,0.668183,1.377988,1.353007,-2.898168,1.336615,1.556634,0.295289,-3.883084,-0.737899,-0.543803,-2.189306,-1.3524,-0.714435,1.209634,6.06,0
150927,-1.327399,-0.59182,-1.19839,0.01657,-1.532479,-2.223295,-0.965319,-1.841064,0.381175,1.255047,-1.87438,2.449248,0.723652,-0.670244,1.691305,-0.612128,0.44504,2.60171,0.344642,2.216335,-0.58264,-2.192114,-1.721262,0.058935,2.715336,1.103589,1.084745,-1.457092,42.29,0
172687,-0.413504,0.173002,0.707588,1.129387,-2.536057,0.47166,1.376477,-1.101735,-0.094571,-1.449915,-0.3506,-1.727607,1.610385,-1.483171,2.064891,-1.548822,1.074693,0.854417,0.703043,1.81916,1.70166,-0.730406,-0.036037,0.2219,-2.939612,0.360687,-0.422946,-0.623299,43.1,0
76087,1.503348,1.883233,0.095831,-0.804717,-1.908196,2.213243,0.988136,-1.512559,1.204738,0.756083,0.186671,-1.641659,0.229109,1.132112,3.560641,2.677725,0.268497,-0.511233,2.243512,1.638647,-1.269467,-2.622164,-3.866424,0.331866,-1.165762,-1.499901,-1.448061,0.805935,49.34,0
21478,-0.506898,1.210002,-0.7262,-2.04554,-0.244227,1.708987,-0.650458,-1.266298,-1.274623,0.335135,-1.268848,-0.618604,0.289591,0.805245,1.026135,-0.369639,0.798624,0.566547,-0.849924,0.617291,0.743525,0.504357,2.638084,-0.461862,0.446849,-0.969992,-0.296101,1.146885,32.04,0
162685,-0.750696,-0.625139,0.979315,-1.456448,0.229032,0.227379,0.540605,-4.185505,-0.632044,0.000232,-0.046334,-1.634362,0.124332,1.311399,-0.157496,1.208564,-0.936996,0.737404,0.746862,0.288481,-0.700698,1.910134,1.096746,-0.773573,-1.555917,-1.348246,-1.694474,0.110852,5.66,0
77770,0.464427,0.609607,0.804175,-0.131181,-0.621989,0.797925,0.069592,-1.419222,-1.150875,-2.235293,0.903455,1.754979,-0.17784,1.90201,0.139717,-0.050115,-1.547643,-3.143589,-0.073572,0.27083,1.766527,0.48692,-1.089011,-0.089993,-3.628008,1.576014,0.117833,1.579233,71.09,0
89259,0.436611,0.551659,-2.870397,0.454905,0.964864,-0.085914,-1.0141,-0.300568,1.742604,-1.285018,1.490423,-0.561741,1.377324,-0.991722,0.847151,0.066368,-0.606338,-1.456413,0.355904,2.088322,0.835167,1.128676,-0.033748,1.050162,0.069306,-0.698309,-0.542355,1.86477,305.99,0
47332,3.137237,1.642454,-0.219471,-1.125894,-0.294939,-1.150752,-0.312323,-2.088995,0.958345,1.578792,-2.298996,0.601163,-0.561641,0.501913,2.191215,2.279008,0.344825,-0.290317,-0.144231,0.453266,1.770705,-1.126065,1.955546,0.756095,1.268944,1.283348,-0.115699,-2.526592,37.66,0
36461,-0.786234,-0.708714,-2.09181,-0.043998,-0.671162,1.109322,-1.487294,1.897461,0.297554,-0.23416,-2.34582,-0.041796,0.798822,0.39962,-1.157446,-0.13953,-0.494262,3.686765,-1.620888,0.569623,-0.103733,1.584882,1.419316,-0.567525,-1.178285,-0.47005,1.647924,1.018971,57.79,0
129706,0.194623,-1.766846,1.141166,-0.736646,0.523221,1.074928,0.135665,0.789964,-0.468644,-0.001159,1.790633,0.609064,0.380955,2.106756,2.835524,-0.260497,2.028547,-2.609917,-1.457139,-0.356369,0.911214,0.980382,2.53056,0.883854,-1.861336,-0.7152,-1.101195,0.319746,17.05,0
107826,1.981258,-0.667374,0.783361,-0.889395,0.336831,1.748834,-1.099553,-1.480825,0.126444,1.21601,1.91046,0.945725,0.119057,2.459077,1.131131,1.800438,1.217865,-0.155756,-1.802418,-0.754018,-1.961658,-0.934229,0.375164,1.65501,-0.389301,-0.357687,2.72615,1.185037,498.0,0
83854,-1.482198,0.751882,0.753256,-1.10931,-3.047741,-1.579194,-1.655171,-1.867224,0.678616,0.132729,1.24447,-1.084596,1.340413,-0.920315,2.562524,-0.066652,2.386387,0.79654,0.181379,-0.518754,-0.419518,0.393657,0.773475,-1.424809,-2.238606,-1.197269,-0.882128,3.140078,1.61,0
59209,1.885538,-0.841,-0.371936,-0.101454,-1.381159,-1.10967,1.084823,0.258776,1.315613,-0.503761,-1.230694,-1.617211,0.315875,-1.780081,0.706479,0.684334,-0.068375,-0.096822,-1.262397,1.118252,-0.667201,-0.756005,-1.292663,0.2974,-2.149257,0.49992,1.724411,-1.592745,9.07,0
71149,-0.03014,-1.337423,-0.067301,0.043087,-3.216523,0.292396,-0.282335,0.473757,-0.083504,-1.147632,0.49728,0.211553,-0.54137,1.507251,-3.469267,-0.494794,1.191559,0.437848,0.787485,0.217683,-0.000729,1.530773,3.727795,-0.823684,-0.937392,-0.939037,1.070755,-0.581477,23.95,0
48212,0.271276,-1.983248,-0.79566,2.144762,-0.964841,-0.578872,0.536286,1.167983,-0.538572,-0.554987,1.387333,0.552285,0.403039,-0.719541,2.539346,1.568133,0.952102,0.720842,3.58766,-0.102458,1.202461,-0.001013,1.271247,-0.009351,-3.577965,0.019334,0.623911,0.140944,276.56,0
145660,0.492966,-1.689929,-1.395194,-1.83347,-1.65006,-0.360555,-0.384786,-1.484617,0.040694,-0.613734,0.992975,-0.356314,-0.781625,1.392901,4.024436,0.823246,1.083493,-0.932046,2.08541,1.946451,0.075667,0.483415,1.71536,0.848968,-0.269862,1.204248,-3.679006,-3.654318,448.25,0
25793,0.924119,-0.622561,0.312226,0.955659,-1.890779,1.557613,-0.13517,0.682968,-0.55576,0.561616,-0.80358,0.073643,2.365925,0.138855,0.647596,-0.409709,0.172973,-0.270588,-0.254402,-0.781656,1.993126,-0.342997,1.766397,0.570629,1.554832,-0.910974,0.574786,0.312165,43.52,0
154578,2.787088,-2.147709,1.064799,0.652452,-2.015862,-0.011592,0.113257,1.97969,-0.661657,-0.582796,-0.270787,-0.006387,-0.905475,-0.097865,1.668682,2.460151,-0.526668,1.522717,2.286095,1.396855,0.001636,-1.748515,-2.409501,0.517025,-0.802882,0.816383,-2.137871,0.3624,15.5,0
138214,0.566028,-0.88265,0.999353,-0.702743,1.42933,0.583577,-2.512725,-0.830784,-1.062665,0.495353,0.699448,1.950089,1.746343,1.556181,1.15555,0.360771,-0.004926,1.345167,-0.219325,1.3602,2.089664,-0.753318,-2.241891,-1.349071,-1.158645,-0.225102,-2.130501,1.661152,196.67,0
79232,-0.974976,0.647446,0.37816,0.687838,1.19733,0.456104,1.134263,0.271716,0.836285,0.305981,-1.159241,0.474032,-1.225415,-2.065055,0.840157,2.236086,0.297239,-0.889668,0.848939,1.6502,1.649901,0.474397,0.946213,-1.329637,-2.309983,-1.07943,0.920789,1.122462,78.86,0
125026,-0.560611,0.413729,1.209838,-0.03261,0.444808,-2.700516,0.358075,-3.194598,-0.113956,1.280841,1.022779,-0.437586,-1.36665,-3.379419,-0.286556,-0.637587,0.228744,1.350977,0.158552,1.541079,-0.755415,-4.143073,1.692538,1.079439,-2.424736,0.730009,-2.596621,0.700542,135.79,0
121260,0.113527,-1.556483,1.244503,0.804155,1.979836,1.194504,-0.055706,1.541031,0.090006,-0.327225,-0.049654,0.633304,-1.160632,1.006183,-0.233687,3.510721,0.453956,-0.347283,-1.375897,1.064779,-0.056786,-1.049351,-0.837295,-1.052152,-0.84445,-0.82769,1.186938,-2.310121,2.85,0
14682,-0.542373,-0.729322,1.698996,-0.243008,1.967384,0.081807,-0.728872,-1.403951,0.531868,0.375868,1.402535,-0.270739,1.664226,1.522045,0.658825,1.558344,0.487383,-2.498068,-0.302013,2.247867,-1.212974,0.455841,1.184888,1.330549,-0.17828,0.367544,0.050619,0.69617,23.03,0
44328,0.016837,0.286064,0.103612,-0.935164,-1.716416,0.059916,1.363573,-1.605311,-0.58033,0.192239,1.368496,1.169276,0.460476,0.021411,1.141775,0.855429,-0.01564,2.832825,0.037954,0.650924,-0.78303,-1.881712,1.403143,-0.961584,1.382654,-0.095866,1.442659,-0.337768,18.66,0
99859,2.452704,2.572692,0.005099,-0.774573,0.368215,0.495543,-0.43483,1.288169,0.108463,1.306755,0.962843,-0.305061,2.884289,-0.060668,-1.537725,-0.785445,0.348018,-1.346574,1.33478,0.760806,-1.731322,-0.104501,-1.761614,1.006055,0.111958,-1.158987,2.270506,1.229399,4.87,0
70768,-5.988086,4.081739,-5.484665,3.761225,-4.194578,-3.138665,-5.518658,1.376712,-0.52482,-2.292822,0.10013,-5.055797,-0.016235,-7.985836,1.719796,-5.320972,-7.466567,-1.949428,-0.136974,-0.556418,0.461026,-2.492933,3.067487,-0.613385,-0.941826,0.585389,-0.746461,0.444619,193.96,1
39387,1.45037,-2.225281,1.172462,-0.008438,-2.899783,-3.571259,-0.870956,-1.165599,-1.028184,0.236695,-0.446321,-0.564618,-0.015878,-0.022134,1.403625,-2.85905,-1.262719,1.201209,-1.660643,-0.049984,2.277154,1.235183,-1.119863,0.570861,-0.576132,-1.141982,-0.773055,0.188291,13.59,0
33013,-0.41234,0.697876,0.79147,-0.755362,3.514005,-1.748777,-0.255656,-1.200683,-0.506477,-1.45804,-3.756099,1.157413,0.428788,1.499835,-0.429268,-2.116886,-0.079098,-0.56974,2.529329,0.075645,-0.068064,2.960948,0.777466,0.157784,0.777275,0.32187,-0.428189,-2.014833,16.53,0
57257,1.416582,1.28188,-0.060415,-1.612804,-2.605417,0.192022,-0.59099,-1.440784,-1.361604,-0.588076,-1.972819,-0.775882,-0.910611,-1.7113,3.765127,1.43237,-0.645891,-3.110201,2.633709,-1.452517,0.173832,1.644872,0.667784,-0.260818,1.46209,-0.347162,-0.835081,-0.057696,17.14,0
77194,-0.230508,1.787181,0.343646,-0.719019,-0.859836,0.076164,0.10083,-0.683025,-1.077867,-0.302364,0.248912,-0.22359,1.136833,0.770252,1.97124,0.367461,-0.262858,-1.342358,1.844935,2.305345,0.326726,-1.597043,-0.875958,0.081312,-3.748076,-0.199711,1.669852,-0.165679,15.91,0
84412,1.344269,-1.155876,0.676093,0.373177,0.109051,-0.88274,0.814043,1.383188,-0.238247,2.463307,1.481302,2.704087,-0.677292,1.547778,-1.129552,-1.011904,-0.250118,3.169164,0.276683,-1.752666,0.502103,-3.786707,-1.284016,-0.959843,-0.239439,0.024606,1.824059,0.382006,41.17,0
93087,0.032636,-0.40273,-0.662755,-1.090329,0.484157,1.472556,0.539939,0.289011,-2.046405,-2.039674,1.025383,-1.646795,0.471121,-1.18797,3.865362,-0.018863,2.361101,0.883505,0.385204,0.356096,0.090293,-1.454943,1.093384,0.592246,0.438927,-1.778073,1.152442,1.154076,28.96,0
150473,0.535588,0.14723,0.581404,0.333628,0.795186,-1.928547,0.278379,-1.352585,0.069648,0.3121,-0.329614,1.307344,1.047627,0.961083,-0.480012,-0.938227,1.557205,-2.697065,3.616539,1.407505,0.472197,-2.202605,0.359575,-1.095451,-2.300403,-0.066608,1.232981,0.42093,48.03,0
2294,1.603632,-0.336329,-0.286877,-0.322854,0.779163,-1.009138,-0.29706,0.00492,0.663606,-0.260652,0.579338,0.156856,-0.960868,0.06742,-1.797612,-0.757613,0.548393,-0.184958,-0.854334,0.447718,-2.022426,-1.021607,-0.974904,-1.713604,-0.377454,1.854753,-0.145599,1.204375,19.19,0
3468,0.373584,0.976961,-1.294525,-1.110862,-1.29889,2.36181,-1.169138,-2.648376,-1.38854,2.701806,-0.990306,-0.793881,-0.734848,0.910837,-2.495129,1.380897,-0.148313,-0.931613,2.867857,1.162436,0.181282,-0.045064,0.091184,2.195563,1.486056,0.668756,-0.997775,0.03996,62.74,0
46227,-5.054769,2.501772,-5.964023,3.800285,-1.073633,-2.349805,-4.597197,-3.237143,-0.334269,-3.300951,2.621192,-4.822418,-0.206079,-7.927562,0.323156,-4.687759,-7.188857,-2.838158,0.632834,-0.272382,0.143553,-1.886539,-0.360148,0.743061,-1.056161,0.750511,-0.371674,0.408567,138.44,1
151262,0.172772,0.429208,1.517508,0.414819,0.153729,-0.845911,-0.184112,0.531266,0.259004,-0.406245,1.019484,-1.681388,1.363627,-0.777725,0.381833,1.355598,0.471683,-1.054192,1.867536,0.730521,-0.158623,-0.892772,1.994539,-0.287429,0.799714,-0.82901,1.190484,1.089017,125.7,0
118891,1.800735,0.91406,-0.537084,0.067439,0.034596,-3.503937,-0.513823,0.468999,-0.587496,-3.261832,-0.120909,-0.859265,1.814206,2.374206,0.569729,-3.136793,1.244577,-3.06789,-0.453147,0.928274,0.21317,1.827993,0.349057,-1.272704,-0.408023,-0.347613,-0.11926,0.055084,72.42,0
120607,-4.664876,5.677027,-6.230164,3.254517,-3.250146,-3.752373,-5.669529,-1.306392,0.689277,-3.374085,2.653024,-4.888228,0.015153,-7.088843,0.88669,-4.287201,-8.577385,-1.936555,-1.101047,0.169886,-0.296367,-1.551479,2.36309,1.282412,-0.236147,0.153417,-0.445316,0.042462,132.34,1
92371,1.596547,0.953573,1.567269,1.113034,-0.139494,0.369963,-0.47999,2.522779,0.28723,-0.773331,1.019065,0.301976,-0.037512,1.312526,-0.132075,-1.749545,0.900415,-2.017093,0.373543,-1.045999,0.906939,-0.13305,1.266357,-1.425471,0.217492,-0.809087,-1.893772,1.880882,3.72,0
21088,0.812471,1.483668,-2.113148,-0.467823,-0.095646,-2.143244,-2.09661,-1.630098,0.480843,1.412134,-1.143595,-0.190127,1.995872,1.357059,-0.984855,0.702834,0.313591,-2.286001,0.106121,0.617638,-2.037636,-0.061343,-1.45435,-1.422547,0.256119,-1.6481,-0.800802,-1.187109,71.57,0
168664,1.511227,2.990653,1.800088,-1.718643,-0.576628,-1.02733,1.160051,0.90295,0.557861,2.334123,-2.557513,-1.45941,0.938306,1.003968,0.998333,0.753723,1.555053,-1.242875,-1.160401,-1.442086,-0.291794,0.706356,-0.265654,-1.950182,1.495736,0.313117,-3.502198,1.50671,12.06,0
28081,-2.182801,-0.297548,-1.605502,-0.401259,-1.264715,1.129289,-0.579122,3.693976,-0.306884,-1.514329,1.237643,1.206134,-0.507356,1.732798,-0.239836,0.601273,0.161277,-1.159135,-0.13455,-0.723289,0.582806,1.377368,-1.747666,0.785738,-0.977638,-1.240817,-2.114487,0.676634,167.5,0
168550,0.459561,-1.796486,0.338285,-0.562561,-3.758471,1.674725,-0.867249,0.147676,1.308322,0.438193,0.9768,0.582096,-0.893096,2.090049,0.784794,-0.770746,-0.272509,3.035497,0.923643,-0.556589,0.908831,-1.231558,-2.47953,0.282436,-1.235614,-1.329802,-1.520879,0.893226,76.2,0
146940,-0.160475,1.499338,0.718747,0.236064,1.674261,-3.306508,0.302399,-2.194468,-0.308774,1.079383,-1.321479,1.39519,1.991704,-0.455659,-0.415769,1.177893,0.582038,-1.221164,0.879332,0.552808,0.117757,-2.491632,4.265155,-0.488014,0.026124,-0.798148,-0.302973,1.160903,16.99,0
170771,-1.110152,-1.758092,0.325536,-1.204907,-0.479416,-1.825871,-1.34254,0.243728,1.980314,-1.914872,-1.181706,0.795958,0.858657,0.3082,1.482102,-3.094369,0.737171,1.278469,3.03064,1.112442,1.296586,0.486593,-3.150927,1.208656,0.062401,0.558452,0.139794,-0.252387,63.7,0
28114,0.102778,1.543429,1.564895,0.569065,-0.608893,-1.105646,-1.387357,2.630129,0.314844,0.275762,1.020258,0.14464,1.344389,0.377409,0.412915,-0.950494,1.874569,0.942429,1.450726,0.314535,0.517538,0.437108,2.816209,-0.018397,-0.347182,-0.743838,-1.898834,1.820357,48.5,0
26093,-3.163655,3.709958,-6.785164,4.391085,-4.565408,-2.580829,-5.831293,-1.509128,0.47047,-4.517113,2.075971,-5.737905,-1.347991,-8.471156,1.660075,-6.790583,-7.801732,-2.470012,-0.24124,0.970606,0.108245,0.954591,2.212179,0.297752,-0.193681,-0.36019,-0.471662,0.715681,65.33,1
102062,0.841912,-0.269208,0.046458,-0.741745,1.842128,0.152538,1.727769,1.27047,-1.092053,1.824689,-1.141673,0.560867,-0.215102,1.248464,-0.946015,1.743195,-0.31345,0.04262,-0.441637,0.872609,0.790703,-1.589899,2.192773,0.213878,-1.043197,-1.515732,-1.555477,0.361779,83.19,0
47833,-0.888278,0.453346,0.165741,0.051124,-1.003892,1.082718,-0.818336,-1.3569,0.432676,-1.280125,1.08851,-1.595082,1.528843,-1.419483,0.34137,0.397354,-0.059893,-1.61225,1.315812,0.642932,-0.259463,-0.785884,1.41903,0.459269,0.293995,-1.676481,-2.168853,-1.046305,2.15,0
113439,0.69938,2.305316,0.039439,-1.206261,0.425707,-0.462441,-0.295231,-4.246895,0.613837,-1.621908,-1.445247,0.649902,0.628316,1.857583,2.851929,0.22412,1.330618,1.096759,0.56904,-1.411361,-0.893248,-0.783469,-0.254634,-1.442494,0.322802,-1.279461,-0.89237,1.383047,24.16,0
171501,1.329077,0.690945,1.45581,0.346671,-0.217675,2.919854,-0.529969,3.650538,-0.396246,-1.710229,1.089336,1.611004,1.242866,-0.267577,0.41969,-2.399623,-0.159338,-0.715149,1.130972,0.398487,1.41084,2.141474,2.126236,0.083814,-0.778922,0.466289,-1.599161,1.026627,148.88,0
139257,0.18127,-1.551182,-0.919214,1.377954,0.794685,-2.948244,0.117387,-4.550882,-0.954719,-2.260539,-1.356636,0.150574,3.193019,-1.117207,2.278958,0.155458,0.055925,-0.727868,1.513267,0.121414,-2.369019,-0.035354,0.241346,-0.113344,2.873621,-1.364464,-0.854416,-2.340276,351.01,0
40215,-1.319188,0.316179,1.773185,0.774154,0.790569,-0.275682,0.125188,-0.033367,0.244315,0.450825,-0.174995,-0.251054,-0.624538,0.982384,-0.36049,-0.252589,0.131893,-1.112376,0.411516,1.452649,-0.316227,-2.15807,-0.470505,-0.077542,-0.752598,0.098717,-1.816582,2.211003,26.06,0
149471,0.228908,1.844497,1.755124,0.92969,1.777275,1.680881,-0.26497,-0.069159,-1.657842,-0.785891,-0.351645,0.638172,-1.523406,0.113819,2.251823,1.105115,0.106665,-0.539999,1.998174,2.577514,1.126005,-0.174419,-0.598126,-0.755334,-0.430575,-0.272469,-2.301172,-0.969531,14.67,0
43261,1.065993,0.514914,-2.046831,0.439059,1.958021,1.241053,-0.95329,0.641116,-0.024994,2.881112,-1.979485,1.552835,-0.752414,0.992185,-0.23716,1.745545,0.142641,0.658357,-1.505142,0.193124,2.979449,-1.281571,1.428262,-0.81438,-1.204547,0.632321,-0.819558,-0.557181,107.8,0
172259,0.669758,-0.604314,-0.453709,0.360299,0.985851,-3.048864,-0.816887,0.431225,-1.001634,1.349719,0.976013,-0.083219,0.062114,0.271177,-2.43848,2.16551,-0.97729,-0.853403,-0.97549,0.78019,1.101912,0.178123,-0.802325,-1.85404,1.159202,0.749343,-0.497327,2.731402,53.22,0
64881,1.606709,-3.481206,2.819837,-0.152597,-0.241286,4.718099,-1.385605,0.081097,0.669997,1.712827,-0.054232,2.098399,0.741287,-0.772134,4.783437,0.273477,-0.844291,-1.210339,1.010211,1.17787,-1.889885,-0.285055,-2.432252,-1.39054,-0.578954,-0.175863,-2.974968,0.280477,18.3,0
39415,0.174662,0.305419,1.48623,0.649185,-0.604129,-0.287533,0.717692,-1.246741,0.430611,-0.987073,-0.757755,-0.352715,0.780448,0.709916,0.455988,-1.294297,1.549591,-3.070896,-2.271894,1.566446,1.841184,2.024479,-4.534733,-0.633029,0.911485,0.532715,0.609459,3.416885,73.51,0
27062,2.282841,1.335121,2.322076,1.077363,-0.025562,2.086989,1.737497,-1.445133,0.764541,-2.015088,-0.7809,-0.746704,-0.352595,-0.379001,-0.887561,-0.754348,-0.662909,-0.475987,-3.23642,1.191489,-1.878641,2.160698,0.51972,-0.680605,-1.47049,0.355724,1.703506,0.645121,13.19,0
51503,1.237219,-0.100334,0.56185,0.431889,-1.398059,0.817901,-0.58484,-2.95339,0.50798,-1.294751,-0.247989,1.885452,0.705924,0.950051,3.159551,0.295418,0.513991,-0.307355,0.185556,-0.558759,1.193902,-0.362823,1.599675,-1.146247,-1.021198,-0.488952,1.833705,-0.668443,48.29,0
89384,-0.696153,-0.447015,0.012336,-1.470873,1.335856,2.5257,-0.865171,-1.180415,-0.253302,0.19358,0.540228,-0.327679,-0.277387,-0.957965,2.924941,-1.058814,-0.553127,0.608089,-0.345508,0.953016,-0.369648,-0.712823,-0.270291,-1.402517,-2.58607,-0.539096,-1.258003,0.498174,9.68,0
50005,-4.385146,3.035067,-6.239546,4.048707,-7.040782,-4.416557,-6.988457,2.339088,-1.47075,-5.279339,3.7154,-5.198836,-1.185757,-8.157768,0.939289,-4.37744,-6.376764,-5.036238,-0.23158,0.048284,0.276854,-1.191396,-0.299849,0.578518,-1.329343,-0.823005,-0.510668,1.020319,50.53,1
145610,-7.701848,4.236924,-6.649717,3.803351,-3.31183,-2.75591,-6.138952,1.373031,0.332677,-3.056799,3.535941,-5.916733,0.076682,-7.794263,0.443246,-5.004153,-8.784351,-3.712974,-0.490774,0.69594,0.795963,0.607376,1.551227,-0.019954,-0.192036,-0.140542,-0.883368,-1.004656,20.11,1
87936,-0.295564,-0.353164,-1.111347,0.80952,-0.059787,0.165363,0.003906,-4.610709,1.031868,-0.403542,-0.336096,0.788535,0.363875,0.68214,0.782078,-0.459609,-1.107144,-0.900324,2.119728,2.508923,-0.898126,0.890699,-0.379803,0.349415,-1.485347,-0.435987,0.11709,0.023284,4.93,0
133979,1.852755,1.700878,-1.060317,-0.028066,0.556154,1.602568,-0.678296,-1.685704,0.748779,0.428031,0.819089,-0.260493,0.021813,0.995121,0.627294,0.276113,0.534592,-0.993526,0.645289,-1.255562,0.790185,-2.48172,-1.301962,0.508937,-3.699234,-0.208217,0.026934,1.383874,16.71,0
111708,-1.421592,1.664358,0.209788,1.136879,1.139553,1.580294,0.162758,-2.728731,-0.240965,0.406008,-0.848701,-0.052766,0.614844,-1.207673,2.664294,-0.462021,0.84142,1.633693,-1.356339,-0.648958,-1.425937,-0.142499,-0.542605,-0.122103,0.198486,-1.257912,-0.084567,-0.210309,77.48,0
80494,-3.433292,4.332837,-6.706276,5.071236,-4.303436,-4.695127,-5.852752,-1.424283,-0.767238,-4.816403,3.89958,-6.279196,-0.839608,-7.106118,0.428563,-3.925377,-7.671598,-2.686014,-0.370811,-0.868581,-0.827836,-2.418838,2.69913,1.140347,-1.037747,-0.207553,0.251642,1.16025,44.14,1
63766,2.026892,-1.787886,0.362582,-0.875501,-0.352497,1.798549,-0.008578,-0.754472,-1.11862,1.415683,0.692559,-1.010471,0.920731,-0.612912,0.488335,1.051111,2.680071,-0.728088,-0.923496,0.86078,-1.642549,-1.164318,1.339006,-0.762239,0.262726,-1.213222,-1.494447,1.034663,19.74,0
152280,0.469567,2.181348,2.704095,-0.47602,-1.721094,-0.852898,-0.187961,-1.054896,0.335773,1.300837,2.089882,0.289478,0.400237,0.833735,0.555055,1.457644,0.398937,0.19854,2.993548,0.564767,-1.560569,-0.254035,0.070418,-0.783205,1.969444,-0.630212,-3.193111,0.946944,40.62,0
144961,-0.973078,0.990995,2.373279,0.469744,3.43343,1.300507,1.015911,0.266418,-0.331457,-0.886029,-0.85391,-0.546226,0.591104,0.139011,-1.313896,0.314878,1.242089,-1.374735,-0.301489,0.188612,-0.569693,0.779419,0.574089,0.3683,1.435927,-0.624413,-1.57616,-0.259792,32.59,0
67259,-1.21832,0.619369,2.274604,-0.591697,-2.10406,-1.980036,-0.018312,0.709969,0.57063,-0.320792,-0.924563,3.08805,2.039207,0.422029,-2.202381,0.870428,0.477647,-3.405928,4.844271,0.942369,-0.637063,-1.557856,1.543428,-0.585805,-1.644966,1.124391,-1.430048,1.609073,61.37,0
35818,-1.358153,1.691947,1.173702,-0.132086,-0.143829,-1.058179,-0.376963,3.52104,0.509318,0.196238,-0.37514,-1.217063,0.912092,0.902216,3.656142,0.819747,-0.412182,-1.571566,-1.171807,0.477138,0.517821,1.848031,0.689248,0.667988,0.397549,1.07015,0.28294,2.963383,47.61,0
10301,-0.049411,1.760195,-1.174996,0.945097,0.762301,1.503423,0.750871,1.563863,-1.051746,0.859394,-1.316768,1.117288,2.078643,-1.333076,1.404649,0.755455,-0.664199,0.045296,-0.623759,0.886917,-2.488885,0.669181,3.709584,-1.273036,2.612196,-0.111095,0.615245,-0.008365,24.34,0
78534,-1.074172,-0.696451,0.935268,0.532957,0.509253,1.188788,-0.734109,-0.428608,0.283188,-1.592413,-0.293368,-0.772303,-1.043985,1.048912,1.962135,0.892372,0.097898,-1.212552,0.69789,-0.604689,2.589106,-0.682599,2.204498,1.798975,-0.606481,-1.244784,0.027654,-1.356413,43.16,0
21254,1.618609,2.195696,-0.914948,0.950676,-0.500958,0.612747,-0.952793,-1.816287,-2.100677,-0.00988,-1.086097,-1.019892,-1.786631,-1.504773,-0.244075,-0.011463,0.789699,2.780968,0.516208,0.379172,1.983434,-1.117096,-0.414594,-0.651935,-3.918712,1.431087,-1.152765,0.675195,26.89,0
28913,0.358346,-0.029453,-0.094396,0.782556,3.370476,2.852069,-0.122987,-3.41172,-0.152821,-0.929901,0.019559,-0.492478,-0.222088,-0.748312,2.48458,2.199553,-0.005602,2.192718,1.944729,0.470859,2.542611,-0.731568,-0.557347,-0.320537,-0.218681,0.458245,0.76069,1.695382,14.88,0
113824,1.016728,0.703941,0.514595,1.346493,-1.235454,0.466798,-0.872861,0.414345,0.229416,0.363635,-0.333881,-0.015086,0.59104,0.344109,0.431948,0.716095,0.557571,2.241789,-2.335544,0.641188,3.097571,-1.100073,-2.179206,-0.131154,-2.370592,-0.919698,-1.489552,-0.118403,213.79,0
140544,-5.046169,4.291069,-7.546984,2.770028,-3.43317,-0.26187,-5.845799,-0.027246,0.13922,-4.266868,4.391239,-6.27028,-1.555156,-7.166172,2.441865,-5.563208,-6.004193,-3.631843,-1.324736,-0.187883,0.265185,-0.789656,0.515475,0.281207,-1.523315,0.703787,-1.130881,-0.273938,525.63,1
107852,1.237529,0.648598,1.288597,-0.261452,-0.773145,-0.203267,-1.108773,1.211208,-0.550502,3.112585,-2.212894,-1.332518,1.514068,0.71435,-3.194729,-0.340712,0.54804,0.29649,-0.282284,-0.428836,-0.516725,0.170578,0.114975,-0.330485,0.373004,0.37363,-0.721973,0.570387,75.59,0
97471,0.335498,0.295079,0.846919,0.770525,-0.482226,-2.146398,-0.805108,-0.829995,-0.268932,-0.574624,-0.241361,1.212683,-1.906486,-0.592326,-1.087702,-1.15136,1.142001,1.605102,0.43955,1.602348,1.833346,1.14886,-0.941086,0.843061,-1.247352,-0.254751,-0.057997,0.498611,27.4,0
